id,name,City,Country,ICAO,Lat,Long,Alt,Timezone,DST,Tz,type,Source
PIM,Harris County Airport,Pine Mountain,United States,KPIM,32.84069824,-84.88240051,902,-5,A,America/New_York,airport,OurAirports
\N,Peachtree City Falcon Field,Atlanta,United States,KFFC,33.3572998,-84.57180023,808,-5,A,America/New_York,airport,OurAirports
GVL,Lee Gilmer Memorial Airport,Gainesville,United States,KGVL,34.27259827,-83.8302002,1276,-5,A,America/New_York,airport,OurAirports
PHD,Harry Clever Field,New Philadelpha,United States,KPHD,40.47090149,-81.41970062,894,-5,A,America/New_York,airport,OurAirports
\N,Darlington County Airport,Darlington,United States,KUDG,34.449401,-79.890098,192,-5,A,America/New_York,airport,OurAirports
HHH,Hilton Head Airport,Hilton Head Island,United States,KHXD,32.22439957,-80.69750214,19,-5,A,America/New_York,airport,OurAirports
DNL,Daniel Field,Augusta,United States,KDNL,33.46649933,-82.03939819,423,-5,A,America/New_York,airport,OurAirports
MRN,Foothills Regional Airport,Morganton,United States,KMRN,35.820202,-81.611397,1270,-5,A,America/New_York,airport,OurAirports
PVL,Pike County-Hatcher Field,Pikeville,United States,KPBX,37.5617981,-82.56639862,1473,-5,A,America/New_York,airport,OurAirports
\N,Mallards Landing Airport,Locust Grove,United States,GA04,33.36569977,-84.16519928,837,-5,A,America/New_York,airport,OurAirports
TOC,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,KTOC,34.59379959,-83.29579926,996,-5,A,America/New_York,airport,OurAirports
\N,Compton Abbas Aerodrome,Shaftesbury,United Kingdom,EGHA,50.96720123,-2.153609991,811,0,U,Europe/London,airport,OurAirports
PLV,Suprunovka Airport,Poltava,Ukraine,UKHP,49.5685997,34.39720154,505,2,U,Europe/Kiev,airport,OurAirports
\N,Aweil Airport,Aweil,Sudan,HSAW,8.767000198,27.39999962,1394,3,U,Africa/Juba,airport,OurAirports
WUU,Wau Airport,Wau,Sudan,HSWW,7.725830078,27.97500038,1529,3,U,Africa/Juba,airport,OurAirports
HUE,Humera Airport,Humera,Ethiopia,HAHU,14.25,36.58300018,1930,3,U,Africa/Addis_Ababa,airport,OurAirports
OYL,Moyale Airport,Moyale,Kenya,HKMY,3.46972,39.101398,2790,3,U,Africa/Nairobi,airport,OurAirports
OZG,Zagora Airport,Zagora,Morocco,GMAZ,30.32029915,-5.866670132,2631,0,U,Africa/Casablanca,airport,OurAirports
WYE,Yengema Airport,Yengema,Sierra Leone,GFYE,8.610469818,-11.04539967,1300,0,U,Africa/Freetown,airport,OurAirports
GBK,Gbangbatok Airport,Gbangbatok,Sierra Leone,GFGK,7.767000198,-12.38300037,75,0,U,Africa/Freetown,airport,OurAirports
THX,Turukhansk Airport,Turukhansk,Russia,UOTT,65.79720306,87.93530273,128,7,N,Asia/Krasnoyarsk,airport,OurAirports
TGP,Podkamennaya Tunguska Airport,Bor,Russia,UNIP,61.589699,89.994003,213,7,N,Asia/Krasnoyarsk,airport,OurAirports
AFW,Fort Worth Alliance Airport,Fort Worth,United States,KAFW,32.98759842,-97.31880188,722,-6,A,America/Chicago,airport,OurAirports
\N,East Troy Municipal Airport,East Troy,United States,K57C,42.79719925,-88.37259674,860,-6,A,America/Chicago,airport,OurAirports
\N,Kolpashevo Airport,Kolpashevo,Russia,UNLL,58.32529831,82.93250275,243,7,N,Asia/Krasnoyarsk,airport,OurAirports
\N,Ali Al Salem Air Base,Kuwait,Kuwait,OKAS,29.34670067,47.52080154,472,3,A,Asia/Kuwait,airport,OurAirports
RMK,Renmark Airport,Renmark,Australia,YREN,-34.19639969,140.673996,115,9.5,O,Australia/Adelaide,airport,OurAirports
LGH,Leigh Creek Airport,Leigh Creek,Australia,YLEC,-30.59830093,138.4259949,856,9.5,O,Australia/Adelaide,airport,OurAirports
\N,Warburton Airport,Warburton Community,Australia,YWBR,-26.12829971,126.5830002,1500,8,O,Australia/Perth,airport,OurAirports
\N,Cunderdin Airport,Cunderdin,Australia,YCUN,-31.62220001,117.2170029,705,8,O,Australia/Perth,airport,OurAirports
RTS,Rottnest Island Airport,Rottnest Island,Australia,YRTI,-32.006699,115.540001,12,8,O,Australia/Perth,airport,OurAirports
FOS,Forrest Airport,Forrest,Australia,YFRT,-30.83810043,128.1150055,511,8,O,Australia/Perth,airport,OurAirports
\N,Ballarat Airport,Ballarat,Australia,YBLT,-37.51169968,143.7910004,1433,10,O,Australia/Hobart,airport,OurAirports
KEW,Keewaywin Airport,Keewaywin,Canada,CPV8,52.99110031,-92.83640289,988,-6,A,America/Winnipeg,airport,OurAirports
YSP,Marathon Airport,Marathon,Canada,CYSP,48.75529861,-86.3443985,1035,-5,A,America/Toronto,airport,OurAirports
YHF,Hearst René Fontaine Municipal Airport,Hearst,Canada,CYHF,49.71419907,-83.68609619,827,-5,A,America/Toronto,airport,OurAirports
YHN,Hornepayne Municipal Airport,Hornepayne,Canada,CYHN,49.19309998,-84.7589035,1099,-5,A,America/Toronto,airport,OurAirports
YKX,Kirkland Lake Airport,Kirkland Lake,Canada,CYKX,48.21030045,-79.98139954,1157,-5,A,America/Toronto,airport,OurAirports
YMG,Manitouwadge Airport,Manitouwadge,Canada,CYMG,49.08390045,-85.86060333,1198,-5,A,America/Toronto,airport,OurAirports
YXZ,Wawa Airport,Wawa,Canada,CYXZ,47.96670151,-84.78669739,942,-5,A,America/Toronto,airport,OurAirports
YEM,Manitoulin East Municipal Airport,Manitowaning,Canada,CYEM,45.84280014,-81.85810089,869,-5,A,America/Toronto,airport,OurAirports
\N,Slate Falls Airport,Slate Falls,Canada,CKD9,51.13000107,-91.66560364,1355,-6,A,America/Winnipeg,airport,OurAirports
\N,Collingwood Airport,Collingwood,Canada,CNY3,44.44919968,-80.15830231,730,-5,A,America/Toronto,airport,OurAirports
\N,Brantford Municipal Airport,Brantford,Canada,CYFD,43.13140106,-80.34249878,815,-5,A,America/Toronto,airport,OurAirports
LWC,Lawrence Municipal Airport,Lawrence,United States,KLWC,39.01119995,-95.21659851,833,-6,A,America/Chicago,airport,OurAirports
\N,Wellington Municipal Airport,Wellington,United States,KEGT,37.32360077,-97.38829803,1277,-6,A,America/Chicago,airport,OurAirports
PPM,Pompano Beach Airpark,Pompano Beach,United States,KPMP,26.24710083,-80.11109924,19,-5,A,America/New_York,airport,OurAirports
XMC,Mallacoota Airport,Mallacoota,Australia,YMCO,-37.59830093,149.7200012,31,10,U,Australia/Hobart,airport,OurAirports
ULH,Majeed Bin Abdulaziz Airport,Al-Ula,Saudi Arabia,OEAO,26.48,38.12888889,2050,3,N,Asia/Riyadh,airport,OurAirports
\N,Shelby County Airport,Alabaster,United States,KEET,33.17699814,-86.78279877,586,-6,A,America/Chicago,airport,OurAirports
YUE,Yuendumu Airport,Yuendumu ,Australia,YYND,-22.25419998,131.7819977,2205,9.5,O,Australia/Darwin,airport,OurAirports
\N,Sky Ranch At Carefree Airport,Carefree,United States,18AZ,33.81809998,-111.8980026,2568,-7,N,America/Phoenix,airport,OurAirports
LOP,Lombok International Airport,Praya,Indonesia,WADL,-8.757322,116.276675,319,8,N,Asia/Makassar,airport,OurAirports
\N,One Hundred Mile House Airport,One Hundred Mile House,Canada,CAV3,51.64250183,-121.3069992,3055,-8,A,America/Vancouver,airport,OurAirports
ZMH,South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,CZML,51.73609924,-121.3330002,3126,-8,A,America/Vancouver,airport,OurAirports
\N,Glasgow City Heliport,Glasgow,United Kingdom,EGEG,55.86138916,-4.296944141,0,0,E,Europe/London,airport,OurAirports
\N,Yarram Airport,Yarram,Australia,YYRM,-38.56669998,146.7550049,15,10,O,Australia/Hobart,airport,OurAirports
HDG,Handan Airport,Handan,China,ZBHD,36.52583333,114.4255556,229,8,N,Asia/Shanghai,airport,OurAirports
\N,Indianapolis Metropolitan Airport,Indianapolis,United States,KUMP,39.93519974,-86.04499817,811,-5,A,America/New_York,airport,OurAirports
LOZ,London-Corbin Airport/Magee Field,London,United States,KLOZ,37.0821991,-84.0848999,1212,-5,A,America/New_York,airport,OurAirports
FBG,Simmons Army Air Field,Fredericksburg,United States,KFBG,35.13180161,-78.93669891,244,-5,A,America/New_York,airport,OurAirports
WMI,Modlin Airport,Warsaw,Poland,EPMO,52.451099,20.6518,341,1,E,Europe/Warsaw,airport,OurAirports
JXA,Jixi Xingkaihu Airport,Jixi,China,ZYJX,45.293,131.193,760,8,N,Asia/Shanghai,airport,OurAirports
JDG,Jeongseok Airport,Seogwipo,South Korea,RKPD,33.39960098,126.711998,1171,9,U,Asia/Seoul,airport,OurAirports
YGM,Gimli Industrial Park Airport,Gimli,Canada,CYGM,50.62810135,-97.04329681,753,-6,A,America/Winnipeg,airport,OurAirports
\N,Matheson Island Airport,Matheson Island,Canada,CJT2,51.73220062,-96.93440247,725,-6,A,America/Winnipeg,airport,OurAirports
\N,Tura Mountain Airport,Tura,Russia,UNIT,64.33351135,100.4328918,2044,7,N,Asia/Krasnoyarsk,airport,OurAirports
EYK,Beloyarskiy Airport,Beloyarsky,Russia,USHY,63.686901,66.698601,82,5,N,Asia/Yekaterinburg,airport,OurAirports
RAC,John H Batten Airport,Racine,United States,KRAC,42.76060104,-87.81520081,674,-6,A,America/Chicago,airport,OurAirports
RZP,Cesar Lim Rodriguez Airport,Taytay,Philippines,RPSD,10.81874,119.507697,80,8,U,Asia/Manila,airport,OurAirports
\N,Gera-Leumnitz Airfield,Gera,Germany,EDAJ,50.881668,12.135833,1014,1,E,Europe/Berlin,airport,OurAirports
\N,Kasimovo Airfield,Saint-Petersburg,Russia,XLLN,60.198299,30.334999,230,3,N,Europe/Moscow,airport,OurAirports
\N,Terlet Glider Field,Arnhem,Netherlands,EHTL,52.057201,5.92444,276,1,E,Europe/Amsterdam,airport,OurAirports
RKZ,Shigatse Air Base,Shigatse,China,ZURK,29.3519,89.311401,3782,8,N,Asia/Shanghai,airport,OurAirports
\N,Redlands Municipal Airport,Redlands,United States,KREI,34.08530045,-117.1460037,1571,-8,A,America/Los_Angeles,airport,OurAirports
\N,Flabob Airport,Riverside,United States,KRIR,33.98970032,-117.4110031,764,-8,A,America/Los_Angeles,airport,OurAirports
TIW,Tacoma Narrows Airport,Tacoma,United States,KTIW,47.26789856,-122.5780029,294,-8,A,America/Los_Angeles,airport,OurAirports
\N,Oerlinghausen Airport,TELGTE,Germany,EDLO,51.93222046,8.66166687,558,1,E,Europe/Berlin,airport,OurAirports
GUF,Jack Edwards Airport,Gulf Shores,United States,KJKA,30.29050064,-87.67179871,17,-6,A,America/Chicago,airport,OurAirports
IBB,General Villamil Airport,Isabela,Ecuador,SEII,-0.942628026,-90.95300293,35,-6,N,Pacific/Galapagos,airport,OurAirports
\N,Balzers Heliport,Balzers,Switzerland,LSXB,47.0681,9.48111,1585,1,E,Europe/Vaduz,airport,OurAirports
\N,Flugplatz Punitz,Punitz-Guessing,Austria,LOGG,47.14653,16.316843,950,1,E,Europe/Vienna,airport,OurAirports
HMJ,Khmelnytskyi Airport,Khmeinitskiy,Ukraine,UKLH,49.359699,26.933399,1150,2,E,Europe/Kiev,airport,OurAirports
HIW,Hiroshimanishi Airport,Hiroshima,Japan,RJBH,34.3669014,132.4140015,15,9,N,Asia/Tokyo,airport,OurAirports
KYI,Yalata Mission Airport,Yalata,Australia,YYTA,-31.47060013,131.8249969,0,9.5,O,Australia/Adelaide,airport,OurAirports
HZL,Hazleton Municipal Airport,Hazleton,United States,KHZL,40.98680115,-75.99490356,1603,-5,A,America/New_York,airport,OurAirports
CBE,Greater Cumberland Regional Airport,Cumberland,United States,KCBE,39.61539841,-78.7609024,775,-5,A,America/New_York,airport,OurAirports
\N,Sugar Loaf Shores Airport,Key West,United States,7FA1,24.6487999,-81.57980347,4,-5,A,America/New_York,airport,OurAirports
WYN,Wyndham Airport,Wyndham,Australia,YWYM,-15.51140022,128.1529999,14,8,U,Australia/Perth,airport,OurAirports
YBO,Bob Quinn Lake Airport,Bob Quinn Lake,Canada,CBW4,56.96670151,-130.25,2000,-8,U,America/Vancouver,airport,OurAirports
\N,Msembe Airport,Msembe,Tanzania,HTMR,-7.684811,34.922282,2500,3,U,Africa/Dar_es_Salaam,airport,OurAirports
KLF,Grabtsevo Airport,Kaluga,Russia,UUBC,54.54999924,36.3666687,656,3,N,Europe/Moscow,airport,OurAirports
LNR,Tri-County Regional Airport,Lone Rock,United States,KLNR,43.21170044,-90.18160248,717,-6,A,America/Chicago,airport,OurAirports
\N,Price County Airport,Phillips,United States,KPBH,45.70899963,-90.40249634,1497,-6,A,America/Chicago,airport,OurAirports
\N,Monroe Municipal Airport,Monroe,United States,KEFT,42.61489868,-89.5904007,1086,-6,A,America/Chicago,airport,OurAirports
JOT,Joliet Regional Airport,Joliet,United States,KJOT,41.51779938,-88.17549896,582,-6,A,America/Chicago,airport,OurAirports
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,KVYS,41.351898,-89.153099,654,-6,A,America/Chicago,airport,OurAirports
JXN,Jackson County Reynolds Field,Jackson,United States,KJXN,42.25979996,-84.45939636,1001,-5,A,America/New_York,airport,OurAirports
\N,Fuerstenwalde Airport,Furstenwalde,Germany,EDAL,52.3905983,14.09720039,184,1,E,Europe/Berlin,airport,OurAirports
\N,Eberswalde-Finow Airport,Eberswalde,Germany,EDAV,52.82722092,13.69361115,121,1,E,Europe/Berlin,airport,OurAirports
\N,Joseph A. Hardy Connellsville Airport,Connellsville,United States,KVVS,39.95920181,-79.65709686,1267,-5,A,America/New_York,airport,OurAirports
\N,Bedford County Airport,Bedford,United States,KHMZ,40.08530045,-78.5121994,1162,-5,A,America/New_York,airport,OurAirports
BBX,Wings Field,Philadelphia,United States,KLOM,40.13750076,-75.26509857,302,-5,A,America/New_York,airport,OurAirports
OBE,Okeechobee County Airport,Okeechobee,United States,KOBE,27.26280022,-80.84980011,34,-5,A,America/New_York,airport,OurAirports
SEF,Sebring Regional Airport,Sebring,United States,KSEF,27.45639992,-81.3423996,62,-5,A,America/New_York,airport,OurAirports
AVO,Avon Park Executive Airport,Avon Park,United States,KAVO,27.59119987,-81.52780151,160,-5,A,America/New_York,airport,OurAirports
GIF,Winter Haven Regional Airport - Gilbert Field,Winter Haven,United States,KGIF,28.062901,-81.753304,145,-5,A,America/New_York,airport,OurAirports
ZPH,Zephyrhills Municipal Airport,Zephyrhills,United States,KZPH,28.22820091,-82.15589905,90,-5,A,America/New_York,airport,OurAirports
OCF,Ocala International Airport - Jim Taylor Field,Ocala,United States,KOCF,29.17259979,-82.22419739,90,-5,A,America/New_York,airport,OurAirports
\N,Jesup Wayne County Airport,Jesup,United States,KJES,31.55400085,-81.88249969,107,-5,A,America/New_York,airport,OurAirports
\N,Madison Municipal Airport,Madison,United States,K52A,33.61209869,-83.46040344,694,-5,A,America/New_York,airport,OurAirports
\N,Newnan Coweta County Airport,Newnan,United States,KCCO,33.31159973,-84.76979828,970,-5,A,America/New_York,airport,OurAirports
\N,Thomson-McDuffie County Airport,Thomson,United States,KHQU,33.52970123,-82.51650238,501,-5,A,America/New_York,airport,OurAirports
AIK,Aiken Regional Airport,Aiken,United States,KAIK,33.649399,-81.684998,528,-5,A,America/New_York,airport,OurAirports
CDN,Woodward Field,Camden,United States,KCDN,34.28359985,-80.56490326,302,-5,A,America/New_York,airport,OurAirports
LBT,Lumberton Regional Airport,Lumberton,United States,KLBT,34.60990143,-79.05940247,126,-5,A,America/New_York,airport,OurAirports
SOP,Moore County Airport,Pinehurst-Southern Pines,United States,KSOP,35.23740005,-79.3911972,455,-5,A,America/New_York,airport,OurAirports
\N,Richmond County Airport,Rockingham,United States,KRCZ,34.8913,-79.759598,358,-5,A,America/New_York,airport,OurAirports
\N,Baraboo Wisconsin Dells Airport,Baraboo,United States,KDLL,43.52270126,-89.77020264,979,-6,A,America/Chicago,airport,OurAirports
SVH,Statesville Regional Airport,Statesville,United States,KSVH,35.76530075,-80.9539032,968,-5,A,America/New_York,airport,OurAirports
\N,Burlington Municipal Airport,Burlington,United States,KBUU,42.69070053,-88.30460358,779,-6,A,America/Chicago,airport,OurAirports
LHV,William T. Piper Memorial Airport,Lock Haven,United States,KLHV,41.13560104,-77.42230225,556,-5,A,America/New_York,airport,OurAirports
\N,Zelienople Municipal Airport,Zelienople,United States,KPJC,40.80160141,-80.16069794,898,-5,A,America/New_York,airport,OurAirports
\N,Lorain County Regional Airport,Lorain-Elyria,United States,KLPR,41.34429932,-82.17759705,793,-5,A,America/New_York,airport,OurAirports
BKL,Burke Lakefront Airport,Cleveland,United States,KBKL,41.51750183,-81.6832962,583,-5,A,America/New_York,airport,OurAirports
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,United States,KDKK,42.49330139,-79.27200317,693,-5,A,America/New_York,airport,OurAirports
LLY,South Jersey Regional Airport,Mount Holly,United States,KVAY,39.94290161,-74.84570313,53,-5,A,America/New_York,airport,OurAirports
LDJ,Linden Airport,Linden,United States,KLDJ,40.61740112,-74.24459839,23,-5,A,America/New_York,airport,OurAirports
ANQ,Tri State Steuben County Airport,Angola,United States,KANQ,41.639702,-85.083504,995,-5,A,America/New_York,airport,OurAirports
\N,Warsaw Municipal Airport,Warsaw,United States,KASW,41.27470016,-85.84010315,850,-5,A,America/New_York,airport,OurAirports
\N,Van Wert County Airport,Van Wert,United States,KVNW,40.86470032,-84.60939789,785,-5,A,America/New_York,airport,OurAirports
\N,Brooks Field,Marshall,United States,KRMY,42.25120163,-84.95549774,941,-5,A,America/New_York,airport,OurAirports
\N,Genesee County Airport,Batavia,United States,KGVQ,43.03170013,-78.16760254,914,-5,A,America/New_York,airport,OurAirports
CLW,Clearwater Air Park,Clearwater,United States,KCLW,27.97669983,-82.75869751,71,-5,A,America/New_York,airport,OurAirports
\N,Orlampa Inc Airport,Forties Alpha,United Kingdom,FA08,28.16699982,-81.80809784,139,0,U,America/New_York,airport,OurAirports
CGX,Chicago Meigs Airport,Chicago,United States,KCGX,41.85879898,-87.60790253,593,-6,A,America/Chicago,airport,OurAirports
\N,Pickens County Airport,Jasper,United States,KJZP,34.45339966,-84.45739746,1535,-5,A,America/New_York,airport,OurAirports
\N,Saarmund Airport,Saarmund,Germany,EDCS,52.30833435,13.10055637,174,1,E,Europe/Berlin,airport,OurAirports
CRE,Grand Strand Airport,North Myrtle Beach,United States,KCRE,33.81169891,-78.72389984,32,-5,A,America/New_York,airport,OurAirports
\N,Lansing Municipal Airport,Lansing,United States,KIGQ,41.53490067,-87.52950287,620,-6,A,America/Chicago,airport,OurAirports
\N,Ramona Airport,Ramona,United States,KRNM,33.0392,-116.915001,1395,-8,A,America/Los_Angeles,airport,OurAirports
\N,Pont Sur Yonne Airfield,Pont Sur Yonne,France,LFGO,48.289172,3.247912,236,1,E,Europe/Paris,airport,OurAirports
\N,St Florentin Cheu Airfield,St Florentin Cheu,France,LFGP,47.98019,3.775583,351,1,E,Europe/Paris,airport,OurAirports
\N,Saulieu Liernais Airfield,Saulieu,France,LFEW,47.239399,4.26583,1722,1,E,Europe/Paris,airport,OurAirports
\N,Olten Airport,Olten,Switzerland,LSPO,47.3443985,7.88944006,0,1,E,Europe/Zurich,airport,OurAirports
BXO,Buochs Airport,Buochs,Switzerland,LSZC,46.974444,8.396944,1475,1,E,Europe/Zurich,airport,OurAirports
\N,Ambri Airport,Quinto,Switzerland,LSPM,46.512501,8.68978,3241,1,E,Europe/Zurich,airport,OurAirports
\N,Lodrino Air Base,Lodrino,Switzerland,LSML,46.29589844,8.99213028,0,1,E,Europe/Zurich,airport,OurAirports
\N,Roudnice Airport,Roudnice nad Lebem,Czech Republic,LKRO,50.41059875,14.2261,732,1,E,Europe/Prague,airport,OurAirports
\N,Usti Nad Labem Airfield,Usti Nad Labem,Czech Republic,LKUL,50.699699,13.9697,791,1,E,Europe/Prague,airport,OurAirports
\N,Mauterndorf Airport,Mauterndorf,Austria,LOSM,47.13249969,13.69690037,3642,1,E,Europe/Vienna,airport,OurAirports
\N,Nötsch Im Gailtal Airport,Notsch Im Gailtal,Austria,LOKN,46.58110046,13.62919998,1801,1,E,Europe/Vienna,airport,OurAirports
\N,Sinsheim Airfield,Karlsruhe,Germany,EDTK,49.2472,8.8938,525,1,E,Europe/Berlin,airport,OurAirports
\N,Weinheim/Bergstraße Airport,Weinheim,Germany,EDGZ,49.56750107,8.610555649,318,1,E,Europe/Berlin,airport,OurAirports
\N,Meaux Esbly Airport,Meaux,France,LFPE,48.92779922,2.835279942,217,1,E,Europe/Paris,airport,OurAirports
\N,Château-Thierry - Belleau Airfield,Chateau-Thierry,France,LFFH,49.0672,3.35694,728,1,E,Europe/Paris,airport,OurAirports
\N,Branch County Memorial Airport,Coldwater,United States,KOEB,41.9333992,-85.05259705,959,-5,A,America/New_York,airport,OurAirports
WBW,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,KWBW,41.29719925,-75.85119629,545,-5,A,America/New_York,airport,OurAirports
LNN,Willoughby Lost Nation Municipal Airport,Willoughby,United States,KLNN,41.68399811,-81.38970184,626,-5,A,America/New_York,airport,OurAirports
\N,Taoyuan Air Base,Taoyuan,Taiwan,RCGM,25.05660057,121.2442627,144,8,U,Asia/Taipei,airport,OurAirports
UMD,Uummannaq Heliport,Uummannaq,Greenland,BGUM,70.68042793,-52.11163044,50,-3,E,America/Godthab,airport,OurAirports
RLK,Bayannur Tianjitai Airport,Bayannur,China,ZBYZ,40.926,107.7428,3400,8,U,Asia/Shanghai,airport,OurAirports
FFT,Capital City Airport,Frankfort,United States,KFFT,38.18249893,-84.90470123,806,-5,A,America/New_York,airport,OurAirports
LEW,Auburn Lewiston Municipal Airport,Lewiston,United States,KLEW,44.04850006,-70.28350067,288,-5,A,America/New_York,airport,OurAirports
\N,Inowroclaw Military Air Base,Inowroclaw,Poland,EPIR,52.82939911,18.33060074,259,1,E,Europe/Warsaw,airport,OurAirports
\N,Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,EPPR,54.248001,18.6716,21,1,E,Europe/Warsaw,airport,OurAirports
\N,Bloyer Field,Tomah,United States,KY72,43.97499847,-90.48349762,966,-6,A,America/Chicago,airport,OurAirports
MRK,Marco Island Executive Airport,Marco Island Airport,United States,KMKY,25.995001,-81.672501,5,-5,A,America/New_York,airport,OurAirports
DRE,Drummond Island Airport,Drummond Island,United States,KDRM,46.00930023,-83.74389648,668,-5,A,America/New_York,airport,OurAirports
GDW,Gladwin Zettel Memorial Airport,Gladwin,United States,KGDW,43.97060013,-84.47499847,776,-5,A,America/New_York,airport,OurAirports
\N,South Haven Area Regional Airport,South Haven,United States,KLWA,42.3512001,-86.25569916,666,-5,A,America/New_York,airport,OurAirports
MFI,Marshfield Municipal Airport,Marshfield,United States,KMFI,44.63690186,-90.18930054,1277,-6,A,America/Chicago,airport,OurAirports
ISW,Alexander Field South Wood County Airport,Wisconsin Rapids,United States,KISW,44.36029816,-89.83899689,1021,-6,A,America/Chicago,airport,OurAirports
CWI,Clinton Municipal Airport,Clinton,United States,KCWI,41.83110046,-90.32910156,708,-6,A,America/Chicago,airport,OurAirports
BVY,Beverly Municipal Airport,Beverly,United States,KBVY,42.58420181,-70.91649628,107,-5,A,America/New_York,airport,OurAirports
\N,Nagaur Airport,Nagaur,India,VI73,27.20829964,73.71140289,950,5.5,U,Asia/Calcutta,airport,OurAirports
OSF,Ostafyevo International Airport,Moscow,Russia,UUMO,55.511667,37.507222,568,3,N,Europe/Moscow,airport,OurAirports
YRQ,Trois-Rivières Airport,Trois Rivieres,Canada,CYRQ,46.35279846,-72.67939758,199,-5,A,America/Toronto,airport,OurAirports
POF,Poplar Bluff Municipal Airport,Poplar Bluff,United States,KPOF,36.77389908,-90.32489777,331,-6,A,America/Chicago,airport,OurAirports
\N,Somerset Airport,Somerville,United States,KSMQ,40.62599945,-74.67019653,105,-5,A,America/New_York,airport,OurAirports
\N,Eastport Municipal Airport,Eastport,United States,KEPM,44.91009903,-67.01270294,45,-5,A,America/New_York,airport,OurAirports
EOK,Keokuk Municipal Airport,Keokuk,United States,KEOK,40.4598999,-91.42849731,671,-6,A,America/Chicago,airport,OurAirports
PSL,Perth/Scone Airport,Perth,United Kingdom,EGPT,56.43920135,-3.372220039,397,0,E,Europe/London,airport,OurAirports
\N,Caernarfon Airport,Caernarfon,United Kingdom,EGCK,53.101819,-4.337614,1,0,E,Europe/London,airport,OurAirports
\N,Grefrath-Niershorst Airport,Grefrath,Germany,EDLF,51.33388901,6.359444141,105,1,E,Europe/Berlin,airport,OurAirports
STP,St Paul Downtown Holman Field,St. Paul,United States,KSTP,44.93450165,-93.05999756,705,-6,A,America/Chicago,airport,OurAirports
SOO,Söderhamn Airport,Soderhamn,Sweden,ESNY,61.26150131,17.09910011,88,1,E,Europe/Stockholm,airport,OurAirports
\N,Newcastle Aerodrome,Newcastle,Ireland,EINC,53.07109833,-6.04527998,1,0,E,Europe/Dublin,airport,OurAirports
VNA,Saravane Airport,Saravane,Laos,VLSV,15.70943921,106.4106989,574,7,U,Asia/Vientiane,airport,OurAirports
\N,Segeletz Airport,Segeletz,Germany,EDAI,52.82666779,12.54194355,141,1,E,Europe/Berlin,airport,OurAirports
\N,Fuentemilanos Airport,Segovia,Spain,LEFM,40.88861084,-4.237500191,3307,1,E,Europe/Madrid,airport,OurAirports
\N,Akeno Airport,Akeno,Japan,RJOE,34.53329849,136.6719971,20,9,U,Asia/Tokyo,airport,OurAirports
\N,Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,UHPK,56.23860168,162.6880035,200,12,N,Asia/Anadyr,airport,OurAirports
\N,Oconomowoc Airport,Oconomowoc,United States,0WI8,43.13890076,-88.47229767,885,-6,A,America/Chicago,airport,OurAirports
\N,Kozyrevsk Airport,Kozyrevsk,Russia,UHPO,56.09000015,159.8766632,331,12,N,Asia/Anadyr,airport,OurAirports
DKS,Dikson Airport,Dikson,Russia,UODD,73.51780701,80.37966919,47,7,N,Asia/Krasnoyarsk,airport,OurAirports
\N,Beverley Airport,Mine Site,Australia,YBEE,-30.18670082,139.5579987,116,9.5,O,Australia/Adelaide,airport,OurAirports
BYT,Bantry Aerodrome,Bantry,Ireland,EIBN,51.66859818,-9.48416996,7,0,E,Europe/Dublin,airport,OurAirports
\N,Aliwal North Airport,Aliwal North,South Africa,FAAN,-30.68000031,26.72999954,4405,2,U,Africa/Johannesburg,airport,OurAirports
\N,Alkantpan Copper Airport,Alkantpan,South Africa,FACO,-29.90640068,22.31669998,3589,2,U,Africa/Johannesburg,airport,OurAirports
ADY,Alldays Airport,Alldays,South Africa,FAAL,-22.67900085,29.05550003,2600,2,U,Africa/Johannesburg,airport,OurAirports
\N,Bredasdorp Airport,Barberton,South Africa,FABR,-34.665,20.0628,30,2,U,Africa/Johannesburg,airport,OurAirports
HAO,Butler Co Regional Airport - Hogan Field,Hamilton,United States,KHAO,39.36380005,-84.52200317,633,-5,A,America/New_York,airport,OurAirports
\N,Bungoma Airport,Bungoma,Kenya,HKBU,0.576207995,34.55345154,4726,3,U,Africa/Nairobi,airport,OurAirports
\N,Bura East Airport,Bura,Kenya,HKBR,-1.100000024,39.95000076,345,3,U,Africa/Nairobi,airport,OurAirports
\N,Busia Airport,Busia,Kenya,HKBA,0.457085013,34.13027954,3989,3,U,Africa/Nairobi,airport,OurAirports
\N,Embu Airport,Embu,Kenya,HKEM,-0.57327,37.49726,4150,3,U,Africa/Nairobi,airport,OurAirports
\N,Garba Tula Airport,Garba Tula,Kenya,HKGT,0.533333,38.516667,2000,3,U,Africa/Nairobi,airport,OurAirports
GAS,Garissa Airport,Garissa,Kenya,HKGA,-0.46350801,39.64830017,475,3,U,Africa/Nairobi,airport,OurAirports
