src,dst,relationship
MLA,FRA,1646.654395
MLA,GLA,2644.795663
MLA,GVA,1349.086169
MLA,HAM,2006.803657
MLA,IST,1377.196989
MLA,LCA,1736.868197
MLA,LED,2894.220349
MLA,LGW,2062.965272
MLA,LHR,2102.550066
MLA,LIN,1152.194378
MLA,LYS,1350.60764
MLA,MAN,2341.741012
MLA,MRS,1155.595775
MLA,MUC,1406.911136
MLA,NCL,2464.322831
MLA,NWI,2137.315278
MLA,ORY,1738.030397
MLA,PRG,1583.879911
MLA,SAW,1406.768486
MLA,SVO,2827.188281
MLA,TIP,375.2454712
MLA,TXL,1859.553613
MLA,VIE,1373.236808
MLA,ZRH,1380.378147
MRS,MLA,1155.595775
MUC,CTA,1239.391104
MUC,MLA,1406.911136
NCL,MLA,2464.322831
NWI,MLA,2137.315278
ORY,MLA,1738.030397
PRG,MLA,1583.879911
SAW,MLA,1406.768486
SOF,ATH,531.2427916
SVO,MLA,2827.188281
TIP,MLA,375.2454712
TXL,MLA,1859.553613
VIE,MLA,1373.236808
ZRH,MLA,1380.378147
ACX,NAY,1950.839873
AVA,NAY,1791.896106
BAV,NAY,549.7232389
BAV,SJW,476.5785371
BFJ,NAY,1717.634814
CAN,HGH,1038.356713
CAN,NAY,1845.525553
CIF,NAY,345.0153773
CIH,NAY,485.9156654
CKG,NAY,1428.086086
CSX,NAY,1321.561991
CTU,NAY,1522.306121
CZX,NAY,926.00451
DAT,NAY,249.7198985
DSN,NAY,559.7103931
ENY,NAY,691.7166157
FUO,NAY,1882.99616
HET,NAY,404.7265423
HGH,CAN,1038.356713
HGH,SJW,1038.423155
HLD,NAY,1082.281249
HLH,NAY,846.4879859
HRB,NAY,1033.667027
HSN,NAY,1222.499273
IQN,LHW,366.3011882
IQN,NAY,889.3589243
JGN,JIC,374.903721
JIC,JGN,374.903721
JIC,NAY,1217.002721
JUH,NAY,1012.322934
JUZ,NAY,1224.517092
KHN,NAY,1214.824695
KMG,SJW,1836.8859
KWE,XIY,898.982284
LHW,IQN,366.3011882
LYG,NAY,619.8109239
LYI,NAY,556.157941
NAY,ACX,1950.839873
NAY,AVA,1791.896106
NAY,BAV,549.7232389
NAY,BFJ,1717.634814
NAY,CAN,1845.525553
NAY,CIF,345.0153773
NAY,CIH,485.9156654
NAY,CKG,1428.086086
NAY,CSX,1321.561991
NAY,CTU,1522.306121
NAY,CZX,926.00451
NAY,DAT,249.7198985
NAY,DSN,559.7103931
NAY,ENY,691.7166157
NAY,FUO,1882.99616
NAY,HET,404.7265423
NAY,HLD,1082.281249
NAY,HLH,846.4879859
NAY,HRB,1033.667027
NAY,HSN,1222.499273
NAY,IQN,889.3589243
NAY,JIC,1217.002721
NAY,JUH,1012.322934
NAY,JUZ,1224.517092
NAY,KHN,1214.824695
NAY,LYG,619.8109239
NAY,LYI,556.157941
NAY,NDG,1026.676635
NAY,NGB,1199.518667
NAY,NNY,828.1175824
NAY,NZH,1090.439018
NAY,SHA,1054.013652
NAY,SZX,1921.7126
NAY,UYN,607.5620744
NAY,WNZ,1382.30252
NAY,WUA,818.905735
NAY,XFN,925.0076362
NAY,XIL,460.8845666
NAY,XMN,1702.272245
NAY,ZHA,2142.600904
NDG,NAY,1026.676635
NGB,NAY,1199.518667
NNY,NAY,828.1175824
NZH,NAY,1090.439018
SHA,NAY,1054.013652
SHA,SJW,993.4776851
SJW,BAV,476.5785371
SJW,HGH,1038.423155
SJW,KMG,1836.8859
SJW,SHA,993.4776851
SJW,XIY,681.6998866
SZX,NAY,1921.7126
UYN,NAY,607.5620744
WNZ,NAY,1382.30252
WUA,NAY,818.905735
XFN,NAY,925.0076362
XIL,NAY,460.8845666
XIY,KWE,898.982284
XIY,SJW,681.6998866
XMN,NAY,1702.272245
ZHA,NAY,2142.600904
ANC,ILI,312.1607192
ILI,ANC,312.1607192
ABJ,DKR,1819.656167
ABJ,NBO,4596.055511
ACC,DKR,2148.776216
ACC,FNA,1475.848092
ACC,NBO,4190.544359
ACC,ROB,1129.786906
ADD,JIB,556.0424128
ADD,NBO,1163.612619
AMS,NBO,6677.440109
APL,NBO,1554.599351
APL,POL,270.5553537
BJM,KGL,176.153734
BJM,NBO,874.2742098
BKK,CAN,1706.132645
BKK,HKG,1689.391154
BKK,NBO,7224.087185
BKO,DKR,1059.572896
BKO,NBO,5186.41559
BLZ,NBO,1611.055408
BOM,NBO,4532.996721
BZV,FIH,25.95197376
BZV,NBO,2428.966747
CAN,BKK,1706.132645
CAN,NBO,8678.716079
CDG,NBO,6495.136685
COO,NBO,3928.183833
DAR,NBO,667.5883523
DAR,ZNZ,72.99545941
DEL,NBO,5416.302298
DKR,ABJ,1819.656167
DKR,ACC,2148.776216
DKR,BKO,1059.572896
DLA,NBO,3080.924985
DXB,NBO,3559.247228
DXB,SVO,3711.665753
DZA,HAH,260.1283525
EBB,NBO,521.0702846
EDI,CDG,868.6771367
EDL,NBO,268.3260735
FBM,NBO,1542.589007
FBM,NLA,199.1185012
FIH,BZV,25.95197376
FIH,NBO,2409.786238
FNA,ACC,1475.848092
GBE,NBO,2841.875181
HAH,NBO,1334.194204
HKG,BKK,1689.391154
HRE,LUN,403.430099
HRE,NBO,1954.056875
ICN,NBO,10054.70627
JED,NBO,2568.789204
JIB,ADD,556.0424128
JIB,NBO,1587.81962
JNB,NBO,2912.016665
JNB,WDH,1164.717033
JRO,MWZ,472.7954844
JRO,NBO,235.2055139
JUB,NBO,907.7915809
KGL,BJM,176.153734
KGL,NBO,757.9567734
KIS,NBO,280.3077832
KRT,NBO,1940.674178
LAD,NBO,2753.19217
LHR,NBO,6841.236618
LLW,LUN,598.4956956
LLW,NBO,1429.170969
LOS,COO,106.3606692
LOS,NBO,3831.806189
LUN,HRE,403.430099
LUN,LLW,598.4956956
LUN,NBO,1814.457014
LUN,WDH,1401.332671
LVI,HRE,557.8305916
MBA,NBO,422.9395821
MPM,NBO,2775.03599
MRU,NBO,3097.999327
MWZ,JRO,472.7954844
MWZ,NBO,461.2815802
MYD,NBO,411.6497039
NBO,ABJ,4596.055511
NBO,ACC,4190.544359
NBO,ADD,1163.612619
NBO,AMS,6677.440109
NBO,APL,1554.599351
NBO,BJM,874.2742098
NBO,BKK,7224.087185
NBO,BKO,5186.41559
NBO,BLZ,1611.055408
NBO,BOM,4532.996721
NBO,BZV,2428.966747
NBO,CAN,8678.716079
NBO,CDG,6495.136685
NBO,DAR,667.5883523
NBO,DEL,5416.302298
NBO,DLA,3080.924985
NBO,DXB,3559.247228
NBO,DZA,1574.089415
NBO,EBB,521.0702846
NBO,EDL,268.3260735
NBO,FBM,1542.589007
NBO,FIH,2409.786238
NBO,GBE,2841.875181
NBO,HRE,1954.056875
NBO,ICN,10054.70627
NBO,JED,2568.789204
NBO,JIB,1587.81962
NBO,JNB,2912.016665
NBO,JRO,235.2055139
NBO,JUB,907.7915809
NBO,KGL,757.9567734
NBO,KIS,280.3077832
NBO,KRT,1940.674178
NBO,LAD,2753.19217
NBO,LHR,6841.236618
NBO,LLW,1429.170969
NBO,LOS,3831.806189
NBO,LUN,1814.457014
NBO,LVI,2199.682768
NBO,MBA,422.9395821
NBO,MPM,2775.03599
NBO,MRU,3097.999327
NBO,MWZ,461.2815802
NBO,MYD,411.6497039
NBO,NLA,1585.7081
NBO,NSI,2875.157252
NBO,POL,1357.004795
NBO,SEZ,2097.847097
NBO,TNR,2258.294787
NBO,ZNZ,601.767468
NLA,FBM,199.1185012
NLA,NBO,1585.7081
NSI,NBO,2875.157252
POL,APL,270.5553537
POL,NBO,1357.004795
ROB,ACC,1129.786906
SEZ,NBO,2097.847097
SVO,DXB,3711.665753
TNR,NBO,2258.294787
WDH,JNB,1164.717033
WDH,LUN,1401.332671
ZNZ,DAR,72.99545941
ZNZ,NBO,601.767468
DME,FRU,2942.819259
DME,OSS,3025.191705
EGO,FRU,2965.704592
FRU,DME,2942.819259
FRU,EGO,2965.704592
FRU,IKT,2439.879463
FRU,OVB,1454.040321
FRU,SGC,2034.164267
FRU,SVX,1801.980107
FRU,URC,1051.664608
IKT,FRU,2439.879463
IKT,OSS,2715.986235
OSS,DME,3025.191705
OSS,IKT,2715.986235
OSS,OVB,1758.678699
OSS,SVX,1991.713886
OVB,FRU,1454.040321
OVB,OSS,1758.678699
SGC,FRU,2034.164267
SVX,FRU,1801.980107
SVX,OSS,1991.713886
URC,FRU,1051.664608
AKN,ANC,462.8510878
ANC,AKN,462.8510878
ANC,ANI,510.0747326
ANC,CDB,995.4650773
ANC,DLG,527.1033084
ANC,MCG,352.6805252
ANC,SDP,894.6094751
ANC,SNP,1229.417281
ANC,STG,1234.216362
ANC,UNK,629.8213502
ANI,ANC,510.0747326
ANI,MCG,254.3916202
BOS,ISP,246.5749238
BOS,PBG,322.6111361
BOS,PQI,534.9929462
CDB,ANC,995.4650773
DLG,ANC,527.1033084
ISP,BOS,246.5749238
MCG,ANC,352.6805252
MCG,ANI,254.3916202
PBG,BOS,322.6111361
PQI,BOS,534.9929462
SDP,ANC,894.6094751
SNP,ANC,1229.417281
SNP,STG,73.75055655
STG,ANC,1234.216362
STG,SNP,73.75055655
UNK,ANC,629.8213502
ADD,KWI,2446.293633
AMM,KWI,1180.055131
AUH,KWI,850.4015268
AUH,MCT,380.652426
BAH,KWI,420.4234119
BEY,KWI,1287.351882
BKK,KWI,5678.467434
BKK,MNL,2187.616358
BOM,KWI,2758.33404
CAI,KWI,1601.906455
CDG,FCO,1100.693989
CGK,KUL,1128.997824
CMB,KWI,4142.090598
COK,KWI,3636.523686
DAC,KWI,4240.508048
DEL,KWI,2829.876394
DMM,KWI,355.241225
DOH,KWI,567.9584102
DXB,KWI,853.9770709
FCO,CDG,1100.693989
FCO,KWI,3491.346907
FRA,GVA,459.7838084
FRA,KWI,4020.556672
GVA,FRA,459.7838084
HBE,KWI,1766.342407
HMB,KWI,1626.684643
IKA,KWI,750.3016294
ISB,KWI,2404.284964
IST,KWI,2191.406291
JED,KWI,1218.559923
JFK,KWI,10201.50046
JFK,LHR,5539.644065
KUL,CGK,1128.997824
KUL,KWI,6381.320411
KWI,ADD,2446.293633
KWI,AMM,1180.055131
KWI,AUH,850.4015268
KWI,BAH,420.4234119
KWI,BEY,1287.351882
KWI,BKK,5678.467434
KWI,BOM,2758.33404
KWI,CAI,1601.906455
KWI,CMB,4142.090598
KWI,COK,3636.523686
KWI,DAC,4240.508048
KWI,DEL,2829.876394
KWI,DMM,355.241225
KWI,DOH,567.9584102
KWI,DXB,853.9770709
KWI,FCO,3491.346907
KWI,FRA,4020.556672
KWI,HBE,1766.342407
KWI,HMB,1626.684643
KWI,IKA,750.3016294
KWI,ISB,2404.284964
KWI,IST,2191.406291
KWI,JED,1218.559923
KWI,JFK,10201.50046
KWI,KUL,6381.320411
KWI,LHE,2542.602528
KWI,LHR,4674.742502
KWI,MAA,3777.401984
KWI,MCT,1202.377792
KWI,NJF,459.0505589
KWI,RUH,491.0470782
KWI,SAW,2129.674517
KWI,TRV,3800.339021
LHE,KWI,2542.602528
LHR,JFK,5539.644065
LHR,KWI,4674.742502
MAA,KWI,3777.401984
MCT,AUH,380.652426
MCT,KWI,1202.377792
MNL,BKK,2187.616358
NJF,KWI,459.0505589
RUH,KWI,491.0470782
SAH,KWI,1576.486158
SAW,KWI,2129.674517
TRV,KWI,3800.339021
CYB,GCM,160.6968534
CYB,LYB,21.77749779
GCM,CYB,160.6968534
GCM,HAV,425.2321947
GCM,JFK,2480.876526
GCM,KIN,504.6607556
GCM,LCE,703.7299014
GCM,LYB,139.1486759
GCM,MIA,731.0584233
GCM,ORD,2597.092169
GCM,TPA,972.8475578
HAV,GCM,425.2321947
JFK,GCM,2480.876526
KIN,GCM,504.6607556
KIN,MBJ,134.6486647
LCE,GCM,703.7299014
LYB,CYB,21.77749779
LYB,GCM,139.1486759
MBJ,GCM,372.806782
MIA,CYB,680.2632722
MIA,GCM,731.0584233
ORD,GCM,2597.092169
TPA,GCM,972.8475578
CAN,KMG,1068.09813
CGO,KMG,1482.969164
CKG,HYN,1440.880597
CKG,KMG,630.6937861
CKG,NTG,10000
CSX,HYN,804.0389145
CSX,KMG,1078.368193
CTU,KMG,617.1225244
CZX,KMG,1809.645521
HGH,KMG,1813.371577
HRB,TNA,1231.471872
HYN,CKG,1440.880597
HYN,CSX,804.0389145
JHG,KMG,412.140349
JHG,LJG,525.8772999
KMG,CAN,1068.09813
KMG,CGO,1482.969164
KMG,CKG,630.6937861
KMG,CSX,1078.368193
KMG,CTU,617.1225244
KMG,CZX,1809.645521
KMG,HGH,1813.371577
KMG,JHG,412.140349
KMG,LJG,320.6596763
KMG,NKG,1721.674682
KMG,NNG,600.878053
KMG,PVG,1965.964666
KMG,SZX,1139.486145
KMG,TNA,1883.480264
KMG,WUH,1274.343599
KMG,XIY,1180.754319
KMG,XMN,1534.337228
LJG,JHG,525.8772999
LJG,KMG,320.6596763
LJG,NNG,919.8120021
LJG,XIY,1186.081773
NKG,KMG,1721.674682
NNG,KMG,600.878053
NNG,LJG,919.8120021
NNG,XMN,1036.954021
NTG,CKG,10000
PVG,KMG,1965.964666
SZX,KMG,1139.486145
TNA,HRB,1231.471872
TNA,KMG,1883.480264
WUH,KMG,1274.343599
WUH,YTY,557.7779057
XIY,KMG,1180.754319
XIY,LJG,1186.081773
XMN,KMG,1534.337228
XMN,NNG,1036.954021
YTY,WUH,557.7779057
ABJ,BKO,921.3968497
ABJ,COO,708.6475804
BKO,ABJ,921.3968497
BKO,COO,1324.811792
BKO,NKC,1072.714562
BZV,COO,1852.7267
CDG,CMN,1931.520036
CKY,DKR,712.1386744
CMN,CDG,1931.520036
CMN,NKC,1870.690132
CMN,OUZ,1273.373849
COO,ABJ,708.6475804
COO,BKO,1324.811792
COO,BZV,1852.7267
COO,PNR,1629.798866
DKR,CKY,712.1386744
DKR,NKC,428.8000187
LPA,NDB,795.7811789
NDB,LPA,795.7811789
NDB,NKC,312.0960306
NDB,OUZ,511.1202485
NKC,BKO,1072.714562
NKC,CMN,1870.690132
NKC,DKR,428.8000187
NKC,NDB,312.0960306
NKC,OUZ,613.2919103
OUZ,CMN,1273.373849
OUZ,NDB,511.1202485
OUZ,NKC,613.2919103
PNR,COO,1629.798866
ADZ,BOG,1207.66308
ADZ,CLO,1163.63538
AEP,BHI,571.4768733
AEP,BRC,1335.252879
AEP,COR,649.131068
AEP,CRD,1463.898654
AEP,IGR,1051.361552
AEP,MDZ,978.5935227
AEP,NQN,994.7972759
AEP,RGL,2086.912121
AEP,SCL,1147.276063
AEP,SLA,1275.969166
AEP,TUC,1069.684461
AEP,UAQ,988.9850395
AEP,USH,2381.382322
AKL,SCL,9652.958134
AKL,SYD,2159.581128
ANF,CJC,189.674068
ANF,IQQ,324.6405646
ANF,LSC,723.5059233
ANF,SCL,1106.722072
APO,EOH,216.217926
AQP,CUZ,314.2778335
AQP,JUL,180.7283095
AQP,LIM,765.5172783
ARI,IQQ,243.7094641
ARI,SCL,1673.46445
ASU,SCL,1571.270732
AUA,BOG,978.8844212
BAQ,BOG,691.6065124
BBA,PMC,510.4702152
BBA,SCL,1394.626221
BGA,BOG,289.8725392
BHI,AEP,571.4768733
BOG,ADZ,1207.66308
BOG,AUA,978.8844212
BOG,BAQ,691.6065124
BOG,BGA,289.8725392
BOG,CLO,279.3123285
BOG,CTG,655.8531511
BOG,CUC,401.6646409
BOG,DFW,3932.870999
BOG,EYP,206.9961586
BOG,GRU,4335.884563
BOG,IBE,113.6811036
BOG,LET,1093.7803
BOG,LIM,1888.290217
BOG,MDE,215.4491034
BOG,MIA,2434.892135
BOG,MTR,494.4173009
BOG,NVA,232.6451549
BOG,PEI,176.9106407
BOG,PUU,534.8508156
BOG,SCL,4250.684112
BOG,SMR,713.7096217
BOG,UIB,297.304426
BOG,VUP,645.1476679
BOG,VVC,83.7550553
BRC,AEP,1335.252879
CCP,SCL,429.1117088
CCS,GYE,2011.9691
CCS,LIM,2752.898587
CCS,MIA,2193.411815
CCS,SCL,4908.411411
CIX,LIM,653.7066955
CJA,LIM,563.4660479
CJC,LSC,855.9808724
CJC,SCL,1225.395828
CLO,ADZ,1163.63538
CLO,BOG,279.3123285
CLO,MIA,2509.027109
CLO,UIO,463.6415207
COR,AEP,649.131068
COR,LIM,2521.725695
COR,SCL,659.1399642
CPO,SCL,681.8255239
CRD,AEP,1463.898654
CTG,BOG,655.8531511
CUC,BOG,401.6646409
CUN,LIM,3827.570565
CUN,MEX,1284.357989
CUN,MIA,854.9599494
CUN,SCL,6288.345463
CUZ,AQP,314.2778335
CUZ,JUL,287.8568245
CUZ,LIM,585.9080247
CUZ,PEM,310.9345704
DFW,BOG,3932.870999
DFW,LIM,5424.053069
DFW,SCL,7866.284042
EOH,APO,216.217926
EOH,IBE,206.3399323
EOH,MTR,290.6205051
EOH,PEI,157.4142305
EYP,BOG,206.9961586
EZE,GIG,1995.773142
EZE,GRU,1722.199225
EZE,GYE,4250.734695
EZE,LIM,3152.968075
EZE,SCL,1138.232482
FRA,MAD,1422.050612
GIG,EZE,1995.773142
GIG,SCL,2934.104538
GRU,BOG,4335.884563
GRU,EZE,1722.199225
GRU,LIM,3474.656628
GRU,MAD,8377.58547
GRU,MVD,1569.52287
GRU,SCL,2614.07888
GYE,CCS,2011.9691
GYE,EZE,4250.734695
GYE,LIM,1138.54361
GYE,MAD,9013.873716
GYE,SCL,3600.115916
HAV,LIM,3935.517027
IBE,BOG,113.6811036
IBE,EOH,206.3399323
IGR,AEP,1051.361552
IGU,LIM,2812.320713
IPC,PPT,4248.821786
IPC,SCL,3752.325623
IQQ,ANF,324.6405646
IQQ,ARI,243.7094641
IQQ,LPB,493.9169019
IQQ,SCL,1430.967583
IQQ,VVI,806.9883185
IQT,LIM,1007.11469
IQT,TPP,454.8584415
JFK,LIM,5865.782099
JFK,SCL,8237.798547
JUL,AQP,180.7283095
JUL,CUZ,287.8568245
JUL,LIM,843.2203638
LAX,LIM,6720.590452
LET,BOG,1093.7803
LIM,AQP,765.5172783
LIM,BOG,1888.290217
LIM,CCS,2752.898587
LIM,CIX,653.7066955
LIM,CJA,563.4660479
LIM,COR,2521.725695
LIM,CUN,3827.570565
LIM,CUZ,585.9080247
LIM,DFW,5424.053069
LIM,EZE,3152.968075
LIM,GRU,3474.656628
LIM,GYE,1138.54361
LIM,HAV,3935.517027
LIM,IGU,2812.320713
LIM,IQT,1007.11469
LIM,JFK,5865.782099
LIM,JUL,843.2203638
LIM,LAX,6720.590452
LIM,LPB,1083.138123
LIM,MAD,9526.187448
LIM,MEX,4244.987414
LIM,MIA,4218.884929
LIM,PCL,491.3431739
LIM,PEM,859.1527123
LIM,PIU,849.9996142
LIM,PUJ,3534.167442
LIM,SCL,2461.893078
LIM,TBP,1008.066323
LIM,TCQ,994.199312
LIM,TPP,618.4026367
LIM,TRU,489.5434459
LIM,UIO,1329.510306
LIM,VVI,1626.574044
LPB,IQQ,493.9169019
LPB,LIM,1083.138123
LPB,VVI,552.0078322
LSC,ANF,723.5059233
LSC,CJC,855.9808724
LSC,SCL,388.579328
MAD,FRA,1422.050612
MAD,GRU,8377.58547
MAD,GYE,9013.873716
MAD,LIM,9526.187448
MAD,SCL,10718.41123
MAD,UIO,8737.33203
MDE,BOG,215.4491034
MDE,MIA,2243.032385
MDE,UIO,771.8952033
MDZ,AEP,978.5935227
MDZ,SCL,195.820849
MEX,LIM,4244.987414
MEX,MTY,713.1646883
MEX,SCL,6596.573381
MHC,PMC,112.6781009
MIA,BOG,2434.892135
MIA,CCS,2193.411815
MIA,CLO,2509.027109
MIA,CUN,854.9599494
MIA,LIM,4218.884929
MIA,MDE,2243.032385
MIA,PUJ,1466.296168
MIA,SCL,6657.490096
MPN,PUQ,850.5916539
MTR,BOG,494.4173009
MTR,EOH,290.6205051
MVD,GRU,1569.52287
MVD,SCL,1366.543276
NQN,AEP,994.7972759
NVA,BOG,232.6451549
PCL,LIM,491.3431739
PEI,BOG,176.9106407
PEI,EOH,157.4142305
PEM,CUZ,310.9345704
PEM,LIM,859.1527123
PIU,LIM,849.9996142
PMC,BBA,510.4702152
PMC,MHC,112.6781009
PMC,PUQ,1296.729589
PMC,SCL,917.4895194
PPT,IPC,4248.821786
PUJ,LIM,3534.167442
PUJ,MIA,1466.296168
PUJ,SCL,5783.452232
PUQ,PMC,1296.729589
PUQ,RGL,187.0944032
PUQ,SCL,2180.494959
PUU,BOG,534.8508156
RGL,AEP,2086.912121
RGL,MPN,748.2243725
SCL,AEP,1147.276063
SCL,AKL,9652.958134
SCL,ANF,1106.722072
SCL,ARI,1673.46445
SCL,ASU,1571.270732
SCL,BBA,1394.626221
SCL,BOG,4250.684112
SCL,CCP,429.1117088
SCL,CCS,4908.411411
SCL,CJC,1225.395828
SCL,COR,659.1399642
SCL,CPO,681.8255239
SCL,CUN,6288.345463
SCL,DFW,7866.284042
SCL,EZE,1138.232482
SCL,GIG,2934.104538
SCL,GRU,2614.07888
SCL,GYE,3600.115916
SCL,IPC,3752.325623
SCL,IQQ,1430.967583
SCL,JFK,8237.798547
SCL,LIM,2461.893078
SCL,LSC,388.579328
SCL,MAD,10718.41123
SCL,MDZ,195.820849
SCL,MEX,6596.573381
SCL,MIA,6657.490096
SCL,MVD,1366.543276
SCL,PMC,917.4895194
SCL,PUJ,5783.452232
SCL,PUQ,2180.494959
SCL,SYD,11340.34398
SCL,UIO,3782.491708
SCL,ZCO,637.577857
SCL,ZOS,827.5764078
SLA,AEP,1275.969166
SMR,BOG,713.7096217
SYD,AKL,2159.581128
SYD,SCL,11340.34398
TBP,LIM,1008.066323
TCQ,LIM,994.199312
TPP,IQT,454.8584415
TPP,LIM,618.4026367
TRU,LIM,489.5434459
TUC,AEP,1069.684461
UAQ,MDZ,144.4944176
UIB,BOG,297.304426
UIO,CLO,463.6415207
UIO,GYE,282.2165069
UIO,LIM,1329.510306
UIO,MAD,8737.33203
UIO,MDE,771.8952033
USH,AEP,2381.382322
VUP,BOG,645.1476679
VVC,BOG,83.7550553
VVI,IQQ,806.9883185
VVI,LIM,1626.574044
VVI,LPB,552.0078322
ZAL,SCL,725.3985246
ZCO,SCL,637.577857
ZOS,ZAL,106.9015189
BZV,CDG,6049.091484
BZV,COO,1852.7267
BZV,DLA,1105.020315
BZV,OLL,344.1908214
BZV,PNR,378.3928492
CDG,BZV,6049.091484
CDG,PNR,6053.561236
COO,BZV,1852.7267
COO,DLA,853.2709407
COO,PNR,1629.798866
DLA,BZV,1105.020315
DLA,COO,853.2709407
OLL,BZV,344.1908214
PNR,BZV,378.3928492
PNR,CDG,6053.561236
PNR,COO,1629.798866
BKK,VTE,516.8171652
LPQ,VTE,216.4402519
VTE,BKK,516.8171652
VTE,LPQ,216.4402519
ACE,FUE,60.32294747
ACE,LUX,2843.610108
ADB,LUX,2085.717064
AGA,LUX,2513.737166
AGP,BVE,1056.836194
AGP,LUX,1677.583117
AJA,LUX,879.4238883
ANG,FSC,854.6140053
ARN,LUX,1341.779788
AYT,LUX,2424.932587
BCN,LUX,979.771682
BIA,LUX,825.6774089
BVC,SID,67.57063541
CAG,LUX,1175.047011
CDG,LUX,273.4168666
CFU,LUX,1550.626803
CLY,LUX,814.0907411
CPH,LUX,795.4828344
DBV,LUX,1214.79567
DJE,LUX,1790.853288
DJE,NBE,246.6383768
DUB,LUX,959.0963154
DUS,LUX,189.4966206
FAO,LUX,1804.785391
FAO,XRY,172.1420613
FCO,LUX,987.2708207
FNC,LUX,2670.55231
FRA,LUX,175.7281336
FSC,ANG,854.6140053
FSC,LUX,930.6796714
FUE,LUX,2903.631095
GVA,LUX,376.4881146
HAM,SCN,529.9243296
HER,LUX,2211.275949
IBZ,LUX,1255.124545
KGS,LUX,2200.513232
LCY,LUX,481.9067022
LIS,LUX,1710.918932
LPA,LUX,3029.899132
LUX,ACE,2843.610108
LUX,ADB,2085.717064
LUX,AGA,2513.737166
LUX,AGP,1677.583117
LUX,AJA,879.4238883
LUX,ARN,1341.779788
LUX,AYT,2424.932587
LUX,BCN,979.771682
LUX,BIA,825.6774089
LUX,BVC,4551.33218
LUX,CAG,1175.047011
LUX,CDG,273.4168666
LUX,CFU,1550.626803
LUX,CLY,814.0907411
LUX,CPH,795.4828344
LUX,CTA,1526.357793
LUX,DBV,1214.79567
LUX,DJE,1790.853288
LUX,DUB,959.0963154
LUX,DUS,189.4966206
LUX,FAO,1804.785391
LUX,FCO,987.2708207
LUX,FNC,2670.55231
LUX,FRA,175.7281336
LUX,FSC,930.6796714
LUX,FUE,2903.631095
LUX,GVA,376.4881146
LUX,HER,2211.275949
LUX,IBZ,1255.124545
LUX,KGS,2200.513232
LUX,LCY,481.9067022
LUX,LIS,1710.918932
LUX,LPA,3029.899132
LUX,MAD,1272.210779
LUX,MLA,1670.70865
LUX,MUC,430.9226859
LUX,MXP,482.5029123
LUX,NAP,1158.04502
LUX,NCE,667.7319022
LUX,OPO,1484.131795
LUX,PMI,1152.717164
LUX,RAK,2327.373785
LUX,RHO,2292.699172
LUX,SCN,79.69634238
LUX,TFS,3081.010732
LUX,TXL,592.3139147
LUX,VAR,1794.85627
LUX,VIE,775.9330509
LUX,XRY,1738.56522
MAD,LUX,1272.210779
MLA,LUX,1670.70865
MUC,LUX,430.9226859
MXP,LUX,482.5029123
NAP,LUX,1158.04502
NBE,LUX,1544.800078
NCE,LUX,667.7319022
OPO,LUX,1484.131795
PMI,LUX,1152.717164
RAK,LUX,2327.373785
RHO,LUX,2292.699172
SCN,HAM,529.9243296
SCN,LUX,79.69634238
SCN,TXL,570.7617605
SID,LUX,4495.583127
TFS,LUX,3081.010732
TXL,LUX,592.3139147
TXL,SCN,570.7617605
VAR,LUX,1794.85627
VIE,LUX,775.9330509
XRY,AGP,139.3648663
XRY,LUX,1738.56522
ABJ,BRU,5134.849292
ABJ,LFW,581.9600376
ABJ,OUA,831.9292486
ABV,FRA,4563.546159
ABV,SSG,605.3822748
ABZ,FRA,1065.168723
ACC,FRA,5007.343421
ADB,MUC,1666.961042
ADD,DAR,1763.673142
ADD,EBB,1217.60445
ADD,FRA,5348.751878
ADD,HRE,3109.582541
ADD,JED,1412.882468
ADD,MBA,1449.628967
AGP,DUS,1853.460618
AGP,FRA,1817.168145
AGP,MUC,1854.944191
ALA,FRA,5089.365222
ALA,TSE,950.5424193
ALG,FRA,1544.441275
AMM,FRA,3044.572187
AMS,EWR,5868.462476
AMS,FRA,366.5732484
AMS,IAD,6207.096047
AMS,IAH,8049.29207
AMS,MUC,664.1662745
AMS,ORD,6611.863041
AOI,MUC,540.6465366
ARN,DUS,1162.402144
ARN,FRA,1222.985333
ARN,MUC,1317.310964
ARN,TXL,838.7725047
ASB,GYD,767.0596784
ATH,DUS,2003.42475
ATH,FRA,1815.638055
ATH,MUC,1517.678389
ATH,TXL,1823.080226
ATL,FRA,7409.649808
ATL,IAD,859.0311611
ATL,ORD,976.3278292
AUH,FRA,4861.965409
AUH,MCT,380.652426
AYT,DUS,2478.707589
BAH,DOH,147.7476864
BCN,EWR,6176.617351
BCN,FRA,1093.614444
BCN,MUC,1094.630045
BCN,TXL,1510.393792
BEG,FRA,1054.57721
BEG,MUC,760.1143293
BEY,FRA,2837.972948
BFS,EWR,5098.821704
BGO,FRA,1160.189687
BHX,DUS,598.3636005
BHX,EWR,5444.828437
BHX,FRA,766.2058548
BHX,MUC,1059.839557
BIA,FRA,834.744181
BIO,FRA,1150.078723
BIO,MUC,1266.97407
BJM,NBO,874.2742098
BKK,FRA,8999.467853
BKK,KBV,649.7593096
BKK,MUC,8799.706866
BLL,FRA,635.7765967
BLQ,FRA,644.6910952
BLQ,MUC,426.2911531
BLR,FRA,7401.639535
BOG,FRA,9087.104372
BOM,FRA,6568.891034
BOM,MUC,6312.172779
